0,0.506492,
1,0.480058,
2,0.468767,
3,0.464169,
4,0.461686,
5,0.461034,
6,0.461043,
7,0.460257,
8,0.460113,
9,0.460546,
10,0.460386,
11,0.460526,
12,0.460092,
13,0.46035,
14,0.460537,
15,0.460472,
16,0.460715,
17,0.46028,
18,0.45979,
19,0.460093,
20,0.460309,
21,0.460528,
22,0.460147,
23,0.460257,
24,0.460362,
25,0.459757,
26,0.459494,
27,0.460366,
28,0.460667,
29,0.460227,
30,0.460488,
31,0.460615,
32,0.460081,
33,0.46047,
34,0.460416,
35,0.460462,
36,0.460922,
37,0.460449,
38,0.460483,
39,0.460166,
40,0.460958,
41,0.460075,
42,0.460608,
43,0.46023,
44,0.460221,
45,0.460437,
46,0.460166,
47,0.46047,
48,0.46024,
49,0.460294,
50,0.460299,
51,0.460242,
52,0.459508,
53,0.460363,
54,0.460264,
55,0.460367,
56,0.460329,
57,0.460102,
58,0.460804,
59,0.46114,
60,0.461074,
61,0.460413,
62,0.460021,
63,0.460424,
64,0.459948,
65,0.460074,
66,0.459811,
67,0.460279,
68,0.459531,
69,0.460411,
70,0.460166,
71,0.460222,
72,0.460001,
73,0.460422,
74,0.460593,
75,0.460001,
76,0.460456,
77,0.460723,
78,0.460857,
79,0.460516,
80,0.460505,
81,0.46055,
82,0.460748,
83,0.460409,
84,0.460653,
85,0.460162,
86,0.460241,
87,0.460461,
88,0.460556,
89,0.460202,
90,0.460564,
91,0.460845,
92,0.460941,
93,0.460393,
94,0.459752,
95,0.460727,
96,0.460753,
97,0.460191,
98,0.460564,
99,0.460279,
