0,0.4994,
1,0.4782,
2,0.4648,
3,0.4595,
4,0.4587,
5,0.4589,
6,0.4557,
7,0.4542,
8,0.4585,
9,0.4587,
10,0.4567,
11,0.4596,
12,0.4584,
13,0.463,
14,0.4541,
15,0.4573,
16,0.4573,
17,0.4558,
18,0.4547,
19,0.4573,
20,0.4571,
21,0.4582,
22,0.4607,
23,0.4608,
24,0.4554,
25,0.4577,
26,0.4541,
27,0.4559,
28,0.4603,
29,0.4549,
30,0.4544,
31,0.4539,
32,0.4597,
33,0.4567,
34,0.4592,
35,0.4611,
36,0.4665,
37,0.4601,
38,0.4556,
39,0.4614,
40,0.4597,
41,0.4604,
42,0.4593,
43,0.459,
44,0.4631,
45,0.4567,
46,0.4618,
47,0.4571,
48,0.4534,
49,0.4561,
50,0.4595,
51,0.4669,
52,0.4613,
53,0.4594,
54,0.4599,
55,0.4545,
56,0.4561,
57,0.4559,
58,0.4537,
59,0.4557,
60,0.4638,
61,0.4575,
62,0.4513,
63,0.4551,
64,0.462,
65,0.4627,
66,0.4594,
67,0.458,
68,0.4548,
69,0.4572,
70,0.4596,
71,0.4573,
72,0.4615,
73,0.4597,
74,0.4548,
75,0.4533,
76,0.4597,
77,0.4555,
78,0.4587,
79,0.4586,
80,0.4627,
81,0.4622,
82,0.4686,
83,0.4587,
84,0.4565,
85,0.4612,
86,0.459,
87,0.4585,
88,0.4605,
89,0.4525,
90,0.4521,
91,0.454,
92,0.4554,
93,0.4531,
94,0.4582,
95,0.4555,
96,0.4617,
97,0.4589,
98,0.4551,
99,0.459,
