0,0.5065,
1,0.4793,
2,0.4648,
3,0.4637,
4,0.4577,
5,0.4655,
6,0.4608,
7,0.4592,
8,0.4629,
9,0.4609,
10,0.4619,
11,0.4681,
12,0.4606,
13,0.4574,
14,0.4598,
15,0.4601,
16,0.4593,
17,0.4624,
18,0.4534,
19,0.4586,
20,0.4552,
21,0.4567,
22,0.463,
23,0.4576,
24,0.4596,
25,0.4553,
26,0.4583,
27,0.4631,
28,0.4559,
29,0.4592,
30,0.464,
31,0.4614,
32,0.4579,
33,0.4597,
34,0.4608,
35,0.4593,
36,0.4613,
37,0.4589,
38,0.4612,
39,0.4565,
40,0.4544,
41,0.4609,
42,0.4594,
43,0.4577,
44,0.4602,
45,0.4619,
46,0.4645,
47,0.4591,
48,0.4617,
49,0.4615,
50,0.4558,
51,0.4588,
52,0.4601,
53,0.4588,
54,0.4593,
55,0.4586,
56,0.4573,
57,0.462,
58,0.4613,
59,0.4591,
60,0.4601,
61,0.4571,
62,0.4639,
63,0.465,
64,0.4607,
65,0.461,
66,0.46,
67,0.4609,
68,0.4579,
69,0.4631,
70,0.4585,
71,0.4577,
72,0.4626,
73,0.4631,
74,0.4592,
75,0.4621,
76,0.4615,
77,0.4629,
78,0.4671,
79,0.464,
80,0.4637,
81,0.463,
82,0.4623,
83,0.4598,
84,0.4618,
85,0.4603,
86,0.4563,
87,0.4529,
88,0.4607,
89,0.4609,
90,0.4607,
91,0.4677,
92,0.463,
93,0.461,
94,0.4563,
95,0.4608,
96,0.4616,
97,0.4649,
98,0.4652,
99,0.4638,
