0,0.4994,
1,0.4738,
2,0.4663,
3,0.4582,
4,0.4562,
5,0.4569,
6,0.4596,
7,0.4588,
8,0.4552,
9,0.456,
10,0.4595,
11,0.4583,
12,0.4555,
13,0.4543,
14,0.4588,
15,0.4589,
16,0.4578,
17,0.4557,
18,0.4559,
19,0.4518,
20,0.4561,
21,0.4625,
22,0.462,
23,0.4559,
24,0.4589,
25,0.4572,
26,0.4615,
27,0.4597,
28,0.4607,
29,0.4602,
30,0.4556,
31,0.4588,
32,0.453,
33,0.4615,
34,0.4542,
35,0.4613,
36,0.4587,
37,0.4589,
38,0.4595,
39,0.461,
40,0.4572,
41,0.4571,
42,0.4604,
43,0.4643,
44,0.4626,
45,0.4565,
46,0.457,
47,0.4557,
48,0.4562,
49,0.4594,
50,0.4593,
51,0.456,
52,0.4561,
53,0.4566,
54,0.4566,
55,0.457,
56,0.4578,
57,0.4563,
58,0.458,
59,0.4496,
60,0.4518,
61,0.4531,
62,0.4559,
63,0.455,
64,0.4589,
65,0.4639,
66,0.4593,
67,0.461,
68,0.4608,
69,0.4554,
70,0.4602,
71,0.4579,
72,0.4595,
73,0.46,
74,0.4585,
75,0.4581,
76,0.4604,
77,0.4628,
78,0.4545,
79,0.4548,
80,0.4518,
81,0.4571,
82,0.4595,
83,0.4628,
84,0.4608,
85,0.4579,
86,0.4548,
87,0.4611,
88,0.4636,
89,0.4607,
90,0.47,
91,0.4593,
92,0.4659,
93,0.4623,
94,0.4632,
95,0.4584,
96,0.4551,
97,0.4609,
98,0.4591,
99,0.4583,
